"order_id","item_id","product_id","quantity","list_price","discount"
1273,2,20,1,599.99,0.07
1273,3,58,1,4999.99,0.2
1274,1,81,1,1099.99,0.1
1275,1,58,1,4999.99,0.07
1275,2,30,1,999.99,0.1
1276,1,18,2,449,0.2
1276,2,58,1,4999.99,0.2
1276,3,42,1,2299.99,0.05
1276,4,24,2,549.99,0.2
1276,5,78,2,647.99,0.2
1277,1,56,2,5499.99,0.2
1277,2,93,2,209.99,0.05
1277,3,9,2,2999.99,0.1
1277,4,4,1,2899.99,0.1
1277,5,11,1,1680.99,0.2
1278,1,103,2,551.99,0.1
1278,2,32,1,469.99,0.1
1279,1,9,2,2999.99,0.05
1280,1,72,2,619.99,0.07
1280,2,74,1,439.99,0.05
1280,3,52,1,875.99,0.07
1280,4,63,1,3499.99,0.2
1281,1,36,1,832.99,0.05
1281,2,49,2,3499.99,0.05
1281,3,75,1,599.99,0.05
1282,1,111,1,470.99,0.05
1282,2,50,2,5999.99,0.2
1283,1,61,2,4999.99,0.05
1283,2,81,1,1099.99,0.2
1283,3,7,1,3999.99,0.1
1283,4,32,1,469.99,0.1
1283,5,11,1,1680.99,0.2
1284,1,101,1,339.99,0.07
1284,2,8,1,1799.99,0.05
1284,3,4,2,2899.99,0.05
1285,1,78,2,647.99,0.07
1285,2,93,1,209.99,0.1
1285,3,69,2,416.99,0.2
1285,4,6,1,469.99,0.1
1286,1,109,2,416.99,0.2
1286,2,81,2,1099.99,0.07
1286,3,87,1,189.99,0.07
1287,1,27,2,999.99,0.2
1287,2,62,2,3499.99,0.1
1287,3,103,1,551.99,0.1
1287,4,100,2,489.99,0.05
1288,1,73,1,749.99,0.2
1288,2,64,2,489.99,0.2
1288,3,62,2,3499.99,0.1
1288,4,17,2,429,0.07
1289,1,89,1,209.99,0.05
1289,2,3,1,999.99,0.1
1290,1,75,2,599.99,0.05
1290,2,36,1,832.99,0.05
1290,3,92,2,209.99,0.1
1291,1,57,1,1999.99,0.1
1291,2,58,2,4999.99,0.05
1292,1,70,1,659.99,0.07
1293,1,88,2,189.99,0.1
1293,2,74,2,439.99,0.05
1293,3,38,2,549.99,0.07
1294,1,95,2,299.99,0.05
1294,2,44,1,539.99,0.05
1295,1,5,2,1320.99,0.2
1295,2,61,1,4999.99,0.2
1295,3,52,1,875.99,0.05
1296,1,25,2,499.99,0.05
1296,2,90,1,209.99,0.1
1296,3,16,1,599.99,0.05
1296,4,2,2,749.99,0.1
1297,1,104,2,481.99,0.07
1297,2,43,1,5299.99,0.05
1297,3,51,2,6499.99,0.05
1298,1,59,1,2599.99,0.05
1298,2,110,2,470.99,0.07
1299,1,14,2,269.99,0.1
1299,2,101,1,339.99,0.05
1299,3,75,1,599.99,0.05
1299,4,52,2,875.99,0.2
1300,1,101,2,339.99,0.07
1300,2,58,2,4999.99,0.05
1301,1,45,2,869.99,0.2
1301,2,105,2,533.99,0.1
1301,3,8,1,1799.99,0.2
1302,1,38,1,549.99,0.05
1302,2,20,2,599.99,0.1
1302,3,56,2,5499.99,0.07
1303,1,96,1,349.99,0.1
1303,2,63,2,3499.99,0.2
1303,3,108,1,449.99,0.1
1303,4,73,1,749.99,0.1
1303,5,24,2,549.99,0.1
1304,1,80,1,761.99,0.05
1304,2,99,2,299.99,0.05
1304,3,102,1,489.99,0.2
1304,4,17,1,429,0.05
1305,1,85,1,329.99,0.2
1305,2,9,1,2999.99,0.07
1305,3,11,1,1680.99,0.05
1305,4,91,2,349.99,0.05
1306,1,103,2,551.99,0.05
1306,2,81,2,1099.99,0.07
1306,3,45,1,869.99,0.2
1306,4,42,1,2299.99,0.2
1306,5,9,2,2999.99,0.07
1307,1,96,2,349.99,0.07
1307,2,53,2,749.99,0.2
1307,3,69,2,416.99,0.2
1308,1,54,1,3199.99,0.05
1308,2,69,1,416.99,0.2
1308,3,14,2,269.99,0.07
1308,4,56,1,5499.99,0.2
1308,5,32,1,469.99,0.07
1309,1,65,1,346.99,0.05
1309,2,87,2,189.99,0.2
1310,1,59,1,2599.99,0.2
1310,2,77,2,799.99,0.2
1310,3,11,2,1680.99,0.1
1310,4,54,1,3199.99,0.2
1311,1,69,1,416.99,0.1
1311,2,45,2,869.99,0.07
1311,3,27,2,999.99,0.1
1311,4,42,1,2299.99,0.1
1312,1,67,2,250.99,0.05
1312,2,14,1,269.99,0.2
1312,3,20,1,599.99,0.07
1313,1,75,1,599.99,0.2
1313,2,33,1,469.99,0.2
1313,3,69,1,416.99,0.07
1314,1,52,1,875.99,0.07
1314,2,72,2,619.99,0.05
1314,3,94,1,249.99,0.1
1315,1,104,2,481.99,0.07
1315,2,41,1,1469.99,0.05
1315,3,24,1,549.99,0.1
1315,4,26,1,599.99,0.07
1315,5,16,2,599.99,0.2
1316,1,76,2,299.99,0.1
1316,2,90,1,209.99,0.1
1317,1,82,1,659.99,0.1
1318,1,82,2,659.99,0.2
1318,2,62,2,3499.99,0.2
1318,3,111,1,470.99,0.2
1318,4,92,1,209.99,0.07
1319,1,75,1,599.99,0.07
1319,2,91,1,349.99,0.2
1320,1,104,1,481.99,0.1
1320,2,93,1,209.99,0.05
1320,3,99,2,299.99,0.2
1321,1,34,1,469.99,0.1
1321,2,107,1,416.99,0.1
1321,3,11,2,1680.99,0.1
1322,1,28,2,2499.99,0.05
1322,2,104,2,481.99,0.05
1323,1,27,2,999.99,0.07
1323,2,20,1,599.99,0.05
1323,3,70,1,659.99,0.05
1324,1,66,1,250.99,0.1
1324,2,120,2,2499.99,0.2
1324,3,235,1,899.99,0.1
1324,4,3,1,999.99,0.2
1325,1,139,1,2999.99,0.05
1325,2,257,1,899.99,0.05
1325,3,209,1,2999.99,0.1
1325,4,28,1,2499.99,0.07
1326,1,190,2,2799.99,0.07
1326,2,269,2,199.99,0.07
1327,1,151,2,1549.99,0.07
1327,2,235,2,899.99,0.1
1327,3,48,2,1499.99,0.1
1327,4,180,1,919.99,0.2
1328,1,241,1,749.99,0.07
1328,2,129,2,919.99,0.1
1328,3,228,1,319.99,0.07
1328,4,311,1,749.99,0.1
1328,5,247,1,599.99,0.1
1329,1,143,1,1099.99,0.07
1329,2,107,1,416.99,0.05
1329,3,55,1,2699.99,0.07
1329,4,283,2,319.99,0.2
1329,5,13,1,269.99,0.1
1330,1,232,1,479.99,0.2
1330,2,243,2,679.99,0.05
1330,3,230,2,429.99,0.2
1330,4,102,2,489.99,0.05
1330,5,282,1,279.99,0.1
1331,1,253,1,2599.99,0.05
1331,2,290,1,369.99,0.05
1331,3,145,2,1799.99,0.1
1331,4,300,1,799.99,0.2
1332,1,296,1,369.99,0.2
1332,2,93,2,209.99,0.05
1332,3,179,2,919.99,0.07
1332,4,298,1,279.99,0.1
1333,1,205,2,4999.99,0.05
1333,2,304,2,679.99,0.1
1333,3,99,2,299.99,0.1
1333,4,12,1,549.99,0.05
1333,5,78,1,647.99,0.1
1334,1,203,2,4999.99,0.05
1334,2,160,2,4499.99,0.07
1334,3,84,2,109.99,0.1
1334,4,13,1,269.99,0.05
1334,5,42,1,2299.99,0.05
1335,1,138,2,2249.99,0.05
1336,1,29,2,999.99,0.2
1336,2,157,1,6499.99,0.05
1336,3,21,2,269.99,0.07
1336,4,207,1,3999.99,0.1
1336,5,185,1,2799.99,0.1
1337,1,153,1,4999.99,0.1
1338,1,169,2,6499.99,0.07
1339,1,175,1,3199.99,0.07
1340,1,253,1,2599.99,0.2
1340,2,92,2,209.99,0.2
1340,3,237,2,849.99,0.05
1341,1,215,2,749.99,0.07
1341,2,56,2,5499.99,0.2
1341,3,234,2,899.99,0.05
1341,4,66,2,250.99,0.05
1342,1,60,1,1559.99,0.05
1342,2,270,1,209.99,0.05
1343,1,244,1,559.99,0.05
1343,2,99,1,299.99,0.05
1343,3,184,2,3499.99,0.2
1343,4,65,2,346.99,0.2
1343,5,206,1,3299.99,0.1
1344,1,77,2,799.99,0.07
1344,2,103,2,551.99,0.2
1344,3,3,1,999.99,0.07
1344,4,61,1,4999.99,0.07
1345,1,40,2,4999.99,0.2
1345,2,172,2,3199.99,0.05
1345,3,164,2,1549,0.2
1345,4,2,2,749.99,0.2
1346,1,134,2,1499.99,0.05
1346,2,150,1,4499.99,0.05
1346,3,18,2,449,0.05
1346,4,249,1,749.99,0.1
1346,5,263,2,89.99,0.2
1347,1,43,2,5299.99,0.07
1347,2,53,1,749.99,0.05
1348,1,203,1,4999.99,0.05
1348,2,148,1,5499.99,0.05
1348,3,58,2,4999.99,0.1
1348,4,147,1,1799.99,0.07
1349,1,138,2,2249.99,0.05
1349,2,205,2,4999.99,0.07
1349,3,168,2,1549,0.2
1349,4,184,1,3499.99,0.2
1350,1,305,1,749.99,0.1
1350,2,250,1,2599.99,0.07
1350,3,253,1,2599.99,0.07
1350,4,159,1,2299.99,0.05
1350,5,13,2,269.99,0.2
1351,1,297,2,279.99,0.2
1351,2,133,1,1499.99,0.1
1352,1,136,1,1799.99,0.2
1352,2,52,2,875.99,0.1
1352,3,282,2,279.99,0.1
1352,4,86,2,149.99,0.2
1352,5,100,1,489.99,0.05
1353,1,107,2,416.99,0.05
1353,2,233,1,639.99,0.07
1353,3,300,1,799.99,0.2
1353,4,86,2,149.99,0.05
1354,1,166,2,749.99,0.07
1355,1,297,1,279.99,0.1
1355,2,253,1,2599.99,0.07
1355,3,149,1,7499.99,0.2
1355,4,313,2,449.99,0.1
1356,1,192,1,2599.99,0.05
1356,2,199,2,2999.99,0.1
1356,3,276,2,319.99,0.1
1357,1,145,2,1799.99,0.2
1357,2,60,1,1559.99,0.2
1357,3,130,1,919.99,0.2
1358,1,257,2,899.99,0.2
1359,1,282,1,279.99,0.05
1359,2,82,1,659.99,0.05
1360,1,31,1,1632.99,0.05
1361,1,307,2,749.99,0.07
1361,2,153,1,4999.99,0.05
1361,3,163,2,1349,0.2
1362,1,27,2,999.99,0.2
1362,2,204,2,3599.99,0.07
1362,3,4,2,2899.99,0.2
1363,1,66,2,250.99,0.1
1364,1,78,1,647.99,0.07
1364,2,155,2,11999.99,0.1
1364,3,152,1,2499.99,0.1
1364,4,110,1,470.99,0.07
1365,1,144,1,1549.99,0.07
1365,2,58,1,4999.99,0.07
1365,3,236,1,749.99,0.05
1366,1,115,1,3199.99,0.1
1366,2,128,2,1899,0.2
1366,3,200,1,3499.99,0.07
1367,1,132,1,1499.99,0.1
1367,2,131,2,2599,0.2
1367,3,124,1,1499,0.07
1367,4,24,2,549.99,0.05
1368,1,66,1,250.99,0.1
1368,2,113,2,489.99,0.07
1368,3,186,1,4499.99,0.2
1369,1,213,2,269.99,0.05
1370,1,7,1,3999.99,0.07
1370,2,89,2,209.99,0.1
1370,3,208,2,1799.99,0.2
1370,4,134,1,1499.99,0.1
1371,1,223,2,529.99,0.07
1371,2,8,2,1799.99,0.2
1372,1,307,1,749.99,0.07
1372,2,283,2,319.99,0.2
1373,1,63,1,3499.99,0.1
1374,1,181,2,2199.99,0.05
1374,2,130,2,919.99,0.07
1375,1,147,2,1799.99,0.05
1375,2,182,1,2499.99,0.2
1376,1,5,1,1320.99,0.07
1377,1,153,2,4999.99,0.05
1377,2,130,1,919.99,0.05
1377,3,48,1,1499.99,0.07
1377,4,188,2,3499.99,0.07
1378,1,96,2,349.99,0.07
1378,2,142,2,3199.99,0.07
1378,3,2,2,749.99,0.2
1378,4,110,1,470.99,0.07
1378,5,129,2,919.99,0.2
1379,1,15,1,529.99,0.1
1379,2,118,1,999.99,0.1
1379,3,263,2,89.99,0.1
1380,1,255,2,899.99,0.1
1380,2,229,2,429.99,0.07
1381,1,274,2,229.99,0.2
1381,2,214,2,899.99,0.1
1382,1,232,1,479.99,0.2
1382,2,81,2,1099.99,0.05
1382,3,225,1,959.99,0.1
1382,4,135,1,1499.99,0.07
1382,5,238,1,749.99,0.2
1383,1,188,2,3499.99,0.2
1383,2,65,2,346.99,0.05
1384,1,32,1,469.99,0.07
1384,2,142,2,3199.99,0.1
1384,3,89,1,209.99,0.1
1384,4,97,1,349.99,0.05
1385,1,24,2,549.99,0.05
1385,2,145,1,1799.99,0.07
1385,3,39,2,1499.99,0.1
1385,4,135,1,1499.99,0.05
1386,1,292,1,369.99,0.2
1386,2,262,1,249.99,0.1
1386,3,306,1,899.99,0.1
1386,4,150,1,4499.99,0.07
1387,1,106,1,449.99,0.1
1388,1,251,1,2999.99,0.1
1389,1,85,2,329.99,0.1
1389,2,171,2,3199.99,0.05
1389,3,227,1,319.99,0.07
1390,1,41,2,1469.99,0.05
1390,2,27,2,999.99,0.05
1390,3,306,1,899.99,0.1
1390,4,104,1,481.99,0.05
1390,5,147,2,1799.99,0.1
1391,1,223,2,529.99,0.07
1391,2,295,2,319.99,0.2
1391,3,277,1,369.99,0.2
1392,1,87,2,189.99,0.2
1392,2,240,2,899.99,0.05
1393,1,92,1,209.99,0.07
1393,2,82,1,659.99,0.07
1393,3,47,2,5299.99,0.05
1393,4,268,2,159.99,0.05
1394,1,165,2,2499.99,0.05
1395,1,204,1,3599.99,0.2
1395,2,48,2,1499.99,0.1
1395,3,180,2,919.99,0.2
1395,4,226,1,679.99,0.1
1396,1,57,1,1999.99,0.05
1396,2,181,1,2199.99,0.2
1397,1,127,2,469.99,0.1
1397,2,139,1,2999.99,0.07
1397,3,7,1,3999.99,0.05
1397,4,249,1,749.99,0.05
1397,5,78,2,647.99,0.1
1398,1,69,2,416.99,0.05
1398,2,53,1,749.99,0.2
1399,1,210,2,1549,0.2
1399,2,224,1,479.99,0.05
1399,3,127,2,469.99,0.07
1399,4,28,1,2499.99,0.05
1400,1,24,2,549.99,0.2
1400,2,217,2,909.99,0.2
1400,3,275,1,229.99,0.1
1400,4,90,1,209.99,0.07
1401,1,112,1,379.99,0.07
1401,2,230,1,429.99,0.05
1401,3,254,2,749.99,0.2
1402,1,189,2,2799.99,0.2
1402,2,28,2,2499.99,0.05
1402,3,203,1,4999.99,0.05
1402,4,273,1,289.99,0.07
1403,1,93,2,209.99,0.1
1404,1,112,2,379.99,0.05
1404,2,220,1,269.99,0.1
1404,3,193,2,2799.99,0.2
1405,1,162,2,2999.99,0.1
1406,1,230,2,429.99,0.05
1406,2,113,1,489.99,0.1
1407,1,300,1,799.99,0.05
1407,2,36,2,832.99,0.1
1407,3,266,1,399.99,0.1
1407,4,35,1,832.99,0.2
1408,1,23,2,299.99,0.2
1408,2,166,1,749.99,0.2
1408,3,114,1,579.99,0.07
1408,4,137,2,2599,0.2
1409,1,301,2,899.99,0.07
1409,2,170,1,1299.99,0.07
1409,3,171,2,3199.99,0.05
1409,4,265,1,289.99,0.05
1409,5,222,1,269.99,0.1
1410,1,205,2,4999.99,0.1
1410,2,203,2,4999.99,0.2
1410,3,304,1,679.99,0.1
1411,1,9,1,2999.99,0.1
1411,2,308,2,749.99,0.2
1412,1,180,2,919.99,0.07
1412,2,43,1,5299.99,0.1
1412,3,109,2,416.99,0.07
1413,1,297,2,279.99,0.05
1414,1,162,2,2999.99,0.1
1414,2,292,2,369.99,0.05
1415,1,31,2,1632.99,0.07
1415,2,17,1,429,0.05
1415,3,264,2,249.99,0.1
1415,4,245,1,659.99,0.05
1416,1,194,1,3499.99,0.2
1416,2,242,2,699.99,0.1
1416,3,92,2,209.99,0.05
1417,1,219,2,639.99,0.2
1418,1,120,2,2499.99,0.2
1418,2,243,2,679.99,0.05
1419,1,124,1,1499,0.07
1419,2,235,2,899.99,0.2
1419,3,234,1,899.99,0.1
1420,1,197,1,2299.99,0.2
1420,2,194,2,3499.99,0.1
1420,3,128,1,1899,0.1
1421,1,298,2,279.99,0.05
1422,1,80,2,761.99,0.07
1422,2,180,2,919.99,0.2
1422,3,243,1,679.99,0.05
1423,1,249,1,749.99,0.2
1423,2,71,1,416.99,0.1
1423,3,302,1,449.99,0.2
1423,4,113,2,489.99,0.2
1424,1,140,2,4999.99,0.2
1425,1,227,2,319.99,0.05
1425,2,263,1,89.99,0.07
1425,3,93,1,209.99,0.07
1425,4,54,2,3199.99,0.05
1425,5,145,2,1799.99,0.07
1426,1,215,1,749.99,0.07
1426,2,20,2,599.99,0.05
1426,3,281,1,319.99,0.07
1427,1,230,2,429.99,0.07
1427,2,139,1,2999.99,0.05
1427,3,164,2,1549,0.07
1428,1,216,2,899.99,0.2
1428,2,126,1,469.99,0.07
1428,3,187,2,2799.99,0.07
1428,4,28,1,2499.99,0.1
1428,5,194,2,3499.99,0.2
1429,1,70,2,659.99,0.2
1430,1,221,1,319.99,0.05
1430,2,281,1,319.99,0.07
1431,1,207,1,3999.99,0.1
1431,2,53,1,749.99,0.07
1431,3,252,1,2999.99,0.2
1431,4,254,1,749.99,0.07
1432,1,161,1,1899,0.2
1433,1,264,1,249.99,0.07
1434,1,229,2,429.99,0.2
1434,2,198,1,2999.99,0.1
1434,3,286,2,279.99,0.1
1434,4,61,2,4999.99,0.07
1435,1,141,2,1599.99,0.07
1435,2,29,1,999.99,0.2
1435,3,60,1,1559.99,0.1
1435,4,260,1,799.99,0.07
1436,1,244,2,559.99,0.07
1437,1,141,2,1599.99,0.05
1438,1,225,1,959.99,0.2
1438,2,140,1,4999.99,0.2
1438,3,81,2,1099.99,0.05
1438,4,137,1,2599,0.1
1438,5,190,2,2799.99,0.07
1439,1,42,1,2299.99,0.07
1439,2,263,1,89.99,0.2
1439,3,102,2,489.99,0.05
1439,4,149,1,7499.99,0.05
1440,1,116,2,749.99,0.07
1440,2,109,1,416.99,0.07
1440,3,186,1,4499.99,0.1
1440,4,178,2,749.99,0.05
1440,5,67,2,250.99,0.2
1441,1,6,1,469.99,0.05
1441,2,242,2,699.99,0.2
1441,3,46,1,1409.99,0.07
1442,1,160,1,4499.99,0.1
1442,2,220,1,269.99,0.07
1442,3,271,2,209.99,0.05
1443,1,160,1,4499.99,0.07
1443,2,57,1,1999.99,0.2
1443,3,101,2,339.99,0.1
1444,1,90,1,209.99,0.1
1444,2,128,2,1899,0.2
1445,1,219,2,639.99,0.1
1445,2,52,1,875.99,0.07
1445,3,123,2,999.99,0.1
1446,1,227,1,319.99,0.05
1446,2,233,2,639.99,0.05
1446,3,234,2,899.99,0.05
1447,1,148,1,5499.99,0.2
1448,1,239,1,749.99,0.1
1449,1,159,1,2299.99,0.07
1449,2,55,1,2699.99,0.2
1449,3,260,2,799.99,0.07
1449,4,252,2,2999.99,0.05
1449,5,14,2,269.99,0.1
1450,1,98,1,489.99,0.07
1450,2,173,2,3199.99,0.1
1450,3,299,1,559.99,0.2
1450,4,209,2,2999.99,0.1
1450,5,235,2,899.99,0.05
1451,1,117,1,1469.99,0.05
1452,1,99,2,299.99,0.1
1452,2,234,1,899.99,0.2
1452,3,86,2,149.99,0.05
1452,4,109,2,416.99,0.07
1453,1,89,2,209.99,0.1
1454,1,283,1,319.99,0.07
1454,2,35,2,832.99,0.1
1454,3,124,1,1499,0.2
1454,4,38,2,549.99,0.05
1455,1,101,2,339.99,0.05
1455,2,254,1,749.99,0.2
1456,1,193,2,2799.99,0.05
1456,2,246,1,639.99,0.07
1456,3,268,2,159.99,0.1
1456,4,272,1,289.99,0.1
1456,5,126,1,469.99,0.1
1457,1,113,1,489.99,0.07
1457,2,111,1,470.99,0.2
1457,3,268,1,159.99,0.2
1457,4,152,2,2499.99,0.2
1458,1,295,2,319.99,0.05
1458,2,105,1,533.99,0.05
1458,3,12,1,549.99,0.05
1458,4,78,2,647.99,0.1
1459,1,258,1,1259.9,0.1
1460,1,201,1,4499.99,0.05
1460,2,76,1,299.99,0.07
1460,3,167,1,749.99,0.05
1460,4,7,2,3999.99,0.07
1460,5,123,2,999.99,0.07
1461,1,48,1,1499.99,0.2
1461,2,242,2,699.99,0.2
1462,1,263,1,89.99,0.2
1462,2,25,1,499.99,0.07
1462,3,223,1,529.99,0.1
1462,4,294,1,369.99,0.1
1462,5,251,1,2999.99,0.05
1463,1,51,2,6499.99,0.05
1463,2,168,1,1549,0.05
1464,1,109,2,416.99,0.05
1464,2,124,1,1499,0.2
1464,3,165,2,2499.99,0.2
1464,4,151,2,1549.99,0.05
1465,1,70,2,659.99,0.05
1466,1,310,2,899.99,0.07
1466,2,251,1,2999.99,0.05
1466,3,163,2,1349,0.2
1466,4,39,2,1499.99,0.05
1467,1,18,1,449,0.07
1467,2,115,1,3199.99,0.2
1467,3,278,2,369.99,0.1
1468,1,269,1,199.99,0.05
1468,2,58,1,4999.99,0.07
1468,3,50,2,5999.99,0.07
1469,1,77,2,799.99,0.2
1469,2,237,2,849.99,0.05
1469,3,182,1,2499.99,0.07
1469,4,100,2,489.99,0.05
1470,1,110,2,470.99,0.1
1470,2,287,1,279.99,0.05
1470,3,252,2,2999.99,0.05
1471,1,59,2,2599.99,0.2
1471,2,136,1,1799.99,0.07
1472,1,84,1,109.99,0.2
1472,2,300,1,799.99,0.2
1473,1,84,2,109.99,0.2
1473,2,102,1,489.99,0.07
1474,1,301,1,899.99,0.2
1474,2,123,1,999.99,0.05
1475,1,306,2,899.99,0.05
1475,2,261,2,899.99,0.07
1475,3,161,2,1899,0.05
1475,4,248,2,599.99,0.2
1476,1,142,2,3199.99,0.07
1476,2,91,2,349.99,0.07
1476,3,43,1,5299.99,0.07
1476,4,191,1,2799.99,0.1
1476,5,265,2,289.99,0.1
1477,1,210,2,1549,0.2
1478,1,100,2,489.99,0.1
1478,2,123,1,999.99,0.2
1479,1,252,1,2999.99,0.05
1479,2,256,1,899.99,0.1
1480,1,308,2,749.99,0.1
1480,2,82,2,659.99,0.1
1480,3,92,2,209.99,0.07
1480,4,225,2,959.99,0.07
1481,1,53,2,749.99,0.07
1481,2,130,1,919.99,0.1
1482,1,48,1,1499.99,0.1
1482,2,113,1,489.99,0.05
1482,3,58,2,4999.99,0.07
1482,4,40,1,4999.99,0.05
1482,5,205,2,4999.99,0.05
1483,1,280,1,489.99,0.05
1483,2,226,2,679.99,0.07
1484,1,295,2,319.99,0.07
1484,2,49,2,3499.99,0.2
1484,3,304,2,679.99,0.05
1485,1,122,2,2499.99,0.2
1485,2,276,1,319.99,0.2
1486,1,60,2,1559.99,0.05
1486,2,98,1,489.99,0.05
1486,3,113,1,489.99,0.1
1486,4,269,1,199.99,0.1
1487,1,160,1,4499.99,0.07
1487,2,151,2,1549.99,0.2
1487,3,198,1,2999.99,0.05
1487,4,196,1,2299.99,0.05
1487,5,96,2,349.99,0.2
1488,1,42,1,2299.99,0.07
1488,2,122,1,2499.99,0.07
1489,1,198,1,2999.99,0.2
1489,2,282,2,279.99,0.2
1489,3,52,1,875.99,0.1
1490,1,99,1,299.99,0.1
1490,2,254,1,749.99,0.1
1490,3,218,1,319.99,0.05
1491,1,95,2,299.99,0.2
1491,2,302,1,449.99,0.05
1491,3,60,2,1559.99,0.07
1491,4,139,2,2999.99,0.07
1492,1,37,2,379.99,0.1
1493,1,230,1,429.99,0.1
1494,1,230,2,429.99,0.1
1494,2,178,2,749.99,0.2
1494,3,264,2,249.99,0.05
1495,1,292,2,369.99,0.05
1495,2,308,2,749.99,0.2
1495,3,137,1,2599,0.1
1496,1,248,1,599.99,0.07
1496,2,214,1,899.99,0.07
1496,3,224,2,479.99,0.05
1496,4,302,1,449.99,0.05
1496,5,225,2,959.99,0.2
1497,1,141,2,1599.99,0.2
1497,2,198,2,2999.99,0.1
1497,3,204,2,3599.99,0.07
1498,1,172,1,3199.99,0.05
1498,2,260,2,799.99,0.07
1499,1,110,1,470.99,0.05
1499,2,208,1,1799.99,0.07
1499,3,268,2,159.99,0.05
1499,4,2,1,749.99,0.05
1499,5,171,2,3199.99,0.1
1500,1,41,2,1469.99,0.07
1500,2,293,1,319.99,0.07
1501,1,248,1,599.99,0.05
1501,2,219,1,639.99,0.07
1501,3,15,1,529.99,0.05
1501,4,67,1,250.99,0.2
1501,5,210,1,1549,0.05
1502,1,231,2,529.99,0.2
1502,2,19,2,449,0.07
1502,3,26,2,599.99,0.07
1502,4,268,1,159.99,0.2
1502,5,255,1,899.99,0.07
1503,1,217,1,909.99,0.1
1503,2,302,2,449.99,0.05
1504,1,276,1,319.99,0.07
1505,1,223,2,529.99,0.05
1505,2,24,2,549.99,0.07
1505,3,43,2,5299.99,0.05
1506,1,184,1,3499.99,0.05
1506,2,153,2,4999.99,0.2
1506,3,149,2,7499.99,0.05
1507,1,39,2,1499.99,0.2
1507,2,11,2,1680.99,0.1
1507,3,259,1,1199.99,0.07
1507,4,281,1,319.99,0.07
1507,5,293,2,319.99,0.05
1508,1,37,1,379.99,0.2
1508,2,109,1,416.99,0.1
1508,3,52,2,875.99,0.05
1508,4,88,1,189.99,0.05
1509,1,215,2,749.99,0.07
1510,1,142,2,3199.99,0.05
1510,2,68,1,449.99,0.1
1510,3,251,2,2999.99,0.1
1510,4,220,2,269.99,0.1
1510,5,137,1,2599,0.05
1511,1,144,2,1549.99,0.2
1511,2,288,1,389.99,0.07
1511,3,17,2,429,0.07
1511,4,41,1,1469.99,0.05
1511,5,124,2,1499,0.2
1512,1,217,1,909.99,0.07
1513,1,166,1,749.99,0.1
1513,2,61,2,4999.99,0.05
1513,3,159,2,2299.99,0.05
1514,1,240,2,899.99,0.1
1514,2,203,2,4999.99,0.05
1515,1,27,2,999.99,0.2
1515,2,202,2,3499.99,0.1
1515,3,310,2,899.99,0.05
1515,4,40,1,4999.99,0.1
1515,5,158,2,959.99,0.2
1516,1,172,2,3199.99,0.1
1516,2,253,1,2599.99,0.1
1516,3,196,2,2299.99,0.2
1516,4,259,2,1199.99,0.2
1516,5,271,2,209.99,0.2
1517,1,303,2,2599.99,0.07
1517,2,226,2,679.99,0.05
1518,1,304,2,679.99,0.1
1518,2,182,2,2499.99,0.05
1518,3,252,2,2999.99,0.05
1519,1,150,1,4499.99,0.2
1519,2,85,2,329.99,0.2
1519,3,124,2,1499,0.07
1519,4,65,1,346.99,0.2
1519,5,265,2,289.99,0.05
1520,1,186,1,4499.99,0.05
1520,2,188,2,3499.99,0.2
1520,3,310,2,899.99,0.07
1520,4,263,2,89.99,0.1
1521,1,100,1,489.99,0.2
1521,2,314,2,679.99,0.2
1521,3,123,1,999.99,0.1
1521,4,135,2,1499.99,0.2
1522,1,95,1,299.99,0.1
1522,2,141,1,1599.99,0.07
1522,3,117,1,1469.99,0.07
1523,1,311,2,749.99,0.2
1524,1,168,1,1549,0.1
1524,2,295,2,319.99,0.2
1524,3,313,1,449.99,0.2
1524,4,252,2,2999.99,0.2
1525,1,156,1,6499.99,0.1
1525,2,163,2,1349,0.07
1525,3,193,1,2799.99,0.07
1526,1,151,1,1549.99,0.07
1526,2,56,1,5499.99,0.1
1526,3,238,1,749.99,0.1
1526,4,243,1,679.99,0.05
1527,1,33,1,469.99,0.1
1527,2,103,1,551.99,0.05
1527,3,57,2,1999.99,0.05
1528,1,229,2,429.99,0.2
1529,1,23,1,299.99,0.05
1529,2,50,2,5999.99,0.1
1530,1,213,2,269.99,0.1
1530,2,116,1,749.99,0.1
1531,1,128,1,1899,0.1
1532,1,209,2,2999.99,0.07
1533,1,274,2,229.99,0.1
1533,2,78,1,647.99,0.1
1533,3,96,1,349.99,0.1
1533,4,235,2,899.99,0.1
1533,5,51,1,6499.99,0.1
1534,1,194,1,3499.99,0.1
1534,2,117,1,1469.99,0.05
1534,3,269,2,199.99,0.2
1534,4,172,2,3199.99,0.2
1535,1,92,1,209.99,0.05
1535,2,75,2,599.99,0.05
1536,1,183,1,2199.99,0.2
1536,2,185,2,2799.99,0.07
1536,3,196,2,2299.99,0.2
1537,1,237,2,849.99,0.05
1538,1,206,1,3299.99,0.07
1538,2,46,2,1409.99,0.07
1538,3,117,1,1469.99,0.07
1538,4,197,1,2299.99,0.2
1538,5,306,2,899.99,0.05
1539,1,6,2,469.99,0.05
1539,2,12,2,549.99,0.05
1540,1,71,2,416.99,0.05
1540,2,236,1,749.99,0.07
